id,quote,image,tag,likes,author
9692,"Cheeses crusty, got all musty, got damp on the stone of a peach, I agreed. He looked blank, so I repeated it with proper emphasis.  ChEEZ-zes crusty. Got Al -musty. Got DAMp on the StoneofapeaCH.",https://images.gr-assets.com/authors/1464488194p2/40563.jpg,humor,152,Patricia Briggs
9693,"Mary had a little lamb, its fleece electrostatic / And everywhere Mary went, the lights became erratic.",https://images.gr-assets.com/authors/1580514295p2/4339.jpg,mary-s-night-light,150,David Foster Wallace
9694,Peter to Austin:,https://images.gr-assets.com/authors/1327265324p2/5451387.jpg,gay,144,Dani Alexander
9695,"Yes Headwoman Azaze. But I never lie to Rosethorn. She, um, discourages it.",https://images.gr-assets.com/authors/1209044273p2/8596.jpg,humor,143,Tamora Pierce
9696,I like pink.,https://images.gr-assets.com/authors/1488382223p2/1428675.jpg,pink,140,Beth Fantaskey
9697,Gravity is a contributing factor in nearly 73 percent of all accidents involving falling objects.,https://images.gr-assets.com/authors/1196398665p2/6245.jpg,humor,138,Dave Barry
9698,We are gods with anuses.,https://images.gr-assets.com/authors/1264786909p2/1895.jpg,human-condition,134,Ernest Becker
9699,"When it came time for me to give my talk on the subject, I started off by drawing an outline of the cat and began to name the various muscles.",https://images.gr-assets.com/authors/1498916887p2/1429989.jpg,learning,134,Richard P. Feynman
9700,"At first, I could lie about my lack of sleep and she'd fall for it, but she started suspecting insomnia when I began seeing purple elephants in the air vents at the office. I knew I shouldn't have asked her about them. I thought maybe she'd redecorated.",https://images.gr-assets.com/authors/1285278216p2/4175419.jpg,humour,133,Darynda Jones
9701,You don't always have to kiss a lot of frogs to recognize a prince when you find one,https://images.gr-assets.com/authors/1493243934p2/63898.jpg,inspirational,129,Julia Quinn
9702,"Could you hold the chainsaw a bit closer to your mouth, please?",https://images.gr-assets.com/authors/1391203076p2/2546.jpg,humor,129,Chuck Palahniuk
9703,Shin: a device for finding furniture in the dark.,https://images.gr-assets.com/authors/1347482080p2/181771.jpg,humor,129,Steven Wright
9704,He has fought many battles with us (Jace),https://images.gr-assets.com/authors/1270502031p2/150038.jpg,humor,128,Cassandra Clare
9705,How did you find me? If you hacked into the Clubs computer to look up my appointments -,https://images.gr-assets.com/authors/1520406834p2/6862831.jpg,lol,128,Sara Wolf
9706,"Gordon Edgley's sudden death came as a shock to everyone - not least himself. One moment he was in his study, seven words into the twenty-fifth sentence of the final chapter of his new book,",https://images.gr-assets.com/authors/1521215464p2/165168.jpg,first-paragraph,126,Derek Landy
9707,What are you? she asked.,https://images.gr-assets.com/authors/1336685438p2/3099544.jpg,kell,126,Victoria Schwab
9708,"THE WOMAN WAS GOING TO KILL HIM, and not because she was stronger and more vicious than he was. Which, if he thought about it, she was. Hed never ripped a mans throat out with his teeth, and he was damned impressed that Gwen had. Shed made the Lords of the Underworld look like marshmallows.",https://images.gr-assets.com/authors/1581848751p2/48192.jpg,lords-of-the-underworld,125,Gena Showalter
9709,"If a cricketer, for instance, suddenly decided to go into a school and batter a lot of people to death with a cricket bat, which he could do very easily, I mean, are you going to ban cricket bats?",,humor,115,Prince Philip
9710,Is this one of those keep-your-friends-close-and-your-enemies-closer things?,https://images.gr-assets.com/authors/1270502031p2/150038.jpg,humor,367,Cassandra Clare
9711,"To me, nudity is a joke. I don't think nude people are very attractive at all. I like my women fully clothed. I like to imagine what might be under there. It might not be the standard thing. Imagine, stripping a woman down, and she has a body like a little submarine. With periscope, propellers, torpedoes. That would be the one for me. I'd marry her right off and be faithful to the end.",https://images.gr-assets.com/authors/1501509674p2/13275.jpg,humor,315,Charles Bukowski
9712,"When jumping is the sole option, you jump, and try to make it work.",,humor,255,Brandon Mull
9713,"Yeah, well, food's one of the five exceptions to Gamp's Law of Elemental Transfigurations, said Ron, to general astonishment.",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,ron-weasley,244,J.K. Rowling
9714,"Doctor, if being a bitch is healthy, then I am the healthiest damn woman on the face of the earth",https://images.gr-assets.com/authors/1459810857p2/3058.jpg,humor,236,Augusten Burroughs
9715,"When I die of heart failure the next time you frighten me like that, you can put that on my gravestoneI didnt mean to startle her.",https://images.gr-assets.com/authors/1464488194p2/40563.jpg,epitaph,210,Patricia Briggs
9716,How in the name of Merlin's pants have you managed to get your hands on those Horcrux books?,https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,humor,199,J.K. Rowling
9717,"It's difficult to see the glass ceiling because it's made of glass. Virtually invisible. What we need is for more birds to fly above it and shit all over it, so we can see it properly.",https://images.gr-assets.com/authors/1340897771p2/939363.jpg,humor,188,Caitlin Moran
9718,"And before you barrel through some idiotic Cosmo girl list of how-well-do-you-know-your-man questions, let me say that I don't know squat about him except that he kisses like a god and screws like a devil.",https://images.gr-assets.com/authors/1517255843p2/54493.jpg,women,179,Kristin Hannah
9719,"Life makes fools of all of us sooner or later. But keep your sense of humor and you'll at least be able to take your humiliations with some measure of grace. In the end, you know, its our own expectations that crush us.",https://images.gr-assets.com/authors/1308402987p2/4408937.jpg,humiliation,165,Paul Murray
9720,Men drive off bridges and drink too much because of women like you.,https://images.gr-assets.com/authors/1478729372p2/2384.jpg,morelli,156,Janet Evanovich
9721,I tried to contain myself... but I escaped!,https://images.gr-assets.com/authors/1309159225p2/18.jpg,humor,153,Gary Paulsen
9722,Money isn't everything...but it ranks right up there with oxygen.,https://images.gr-assets.com/authors/1351871472p2/75445.jpg,money,153,Rita Davenport
9723,"Me, Artemis blurted. I'm the nut.",https://images.gr-assets.com/authors/1254336426p2/10896.jpg,humor,148,Eoin Colfer
9724,Locke sighed.,https://images.gr-assets.com/authors/1332432746p2/73149.jpg,humor,145,Scott Lynch
9725,"Life is half delicious yogurt, half crap, and your job is to keep the plastic spoon in the yogurt.",https://images.gr-assets.com/authors/1200403987p2/5282.jpg,humor,143,Scott Adams
9726,"So Dobby stopped us from getting on the train and broke your arm. . . . He shook his head. You know what, Harry? If he doesn't stop trying to save your life he's going to kill you.",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,humor,138,J.K. Rowling
9727,"I resisted the urge to hurl my plate at him. Of course not, Ian. Its just that normally at this hour, Bones and I are fucking like rabbits, so I get twitchy when I have to wait for him to climb aboard.",https://images.gr-assets.com/authors/1310062695p2/669810.jpg,humor,133,Jeaniene Frost
9728,"No, Miss Palmer. What is bizarre is that I currently have a",https://images.gr-assets.com/authors/1274779703p2/38066.jpg,humor,133,Karen Chance
9729,Your hair,https://images.gr-assets.com/authors/1345085448p2/4019884.jpg,interview,132,Justin Bieber
9730,"Shee, you guys are so unhip it's a wonder your bums don't fall off.",https://images.gr-assets.com/authors/1189120061p2/4.jpg,humor,132,Douglas Adams
9731,"It is proved by surveys that happiness does not come from love, wealth, or power but the pursuit of attainable goals.",https://images.gr-assets.com/authors/1381158323p2/3090.jpg,humor,130,Helen Fielding
9732,Wisdom is one of the few things that looks bigger the further away it is.,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,wisdom,129,Terry Pratchett
9733,Everyone knows revenge is a dish best served when you've had enough time to build up enough vitriol and fury.,https://images.gr-assets.com/authors/1245821549p2/6160.jpg,humor,128,Sophie Kinsella
9734,"Let me be clear. Last I was aware you were neither my husband nor my father nor my King. Therefore, any control you may imagine you hold over me is just that- imaginary",https://images.gr-assets.com/authors/1499444204p2/1598076.jpg,humor,123,Sarah MacLean
9735,"Here, Myrnin said, his voice still gentle and low. Amelie said you had to work. No one said you had to work alone. He picked up the next part and slotted it in, took the screwdriver from Claire's numbed fingers, and fastened it with a couple of deft, fast movements. I'll be your hands.",https://images.gr-assets.com/authors/1373144795p2/15292.jpg,funny,123,Rachel Caine
9736,...Life is much simpler if you dont notice anything....,https://images.gr-assets.com/authors/1346361371p2/1933178.jpg,life,123,Tom Upton
9737,Mrs. Spence picks up a roll of toilet paper from the counter and scrunches her nose.,https://images.gr-assets.com/authors/1450586450p2/5027236.jpg,humor,123,Kasie West
9738,I'm not stubborn. My way is just better.,https://images.gr-assets.com/authors/1490067531p2/24978.jpg,personality,122,Maya Banks
9739,"Myrnin turned away to pick up his Ben Franklin spectacles, balanced them on his nose, and looked over them to say,",https://images.gr-assets.com/authors/1373144795p2/15292.jpg,funny,121,Rachel Caine
9740,I think she just asked if she could touch my mango.,https://images.gr-assets.com/authors/1270502031p2/150038.jpg,humor,391,Cassandra Clare
9741,I read the fuck out of every book I can get my hands on.,https://images.gr-assets.com/authors/1422915487p2/2929.jpg,humor,301,Nick Hornby
9742,This is your copy of,https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,humor,261,J.K. Rowling
9743,Sydney spent a lot of time on my bed these days.,https://images.gr-assets.com/authors/1270374609p2/137902.jpg,bloodlines,230,Richelle Mead
9744,"Sometimes losing a pet is more painful than losing a human because in the case of the pet, you were not pretending to love it.",https://images.gr-assets.com/authors/1208893678p2/2848.jpg,pets,228,Amy Sedaris
9745,"Climate is what you expect, weather is what you get.",https://images.gr-assets.com/authors/1192826560p2/205.jpg,true,219,Robert A. Heinlein
9746,"Punctuation, is? fun!",https://images.gr-assets.com/authors/1328430586p2/11072.jpg,punctuation,216,Daniel Keyes
9747,Total non-retention has kept my education from being a burden to me.,https://images.gr-assets.com/authors/1469878767p2/22694.jpg,georgia,216,Flannery O'Connor
9748,"Truth would quickly cease to be stranger than fiction, once we got as used to it.",https://images.gr-assets.com/authors/1399814051p2/7805.jpg,philosophy,210,H. L. Mencken
9749,You would be amazed how many magicians have died after being bitten by mad rabbits. It's far more common than you might think.,https://images.gr-assets.com/authors/1412963950p2/8349.jpg,humor,201,Christopher Paolini
9750,"Im going to tell you something once and then whether you die is strictly up to you, Westley said, lying pleasantly on the bed. What Im going to tell you is this: drop your sword, and if you do, then I will leave with this baggage herehe glanced at Buttercupand you will be tied up but not fatally, and will be free to go about your business. And if you choose to fight, well, then, we will not both leave alive.",https://images.gr-assets.com/authors/1198704782p2/12521.jpg,humor,190,William Goldman
